License Issue Date	License Number	Animal's Name	Species	Primary Breed	Secondary Breed	ZIP Code
May 12 2021	8028656	Chuy	Dog	Chihuahua, Short Coat	Dachshund, Standard Smooth Haired	98121
May 12 2021	8028657	Rico	Dog	Terrier, Boston		98121
May 12 2021	S155810	Rusty	Dog	Terrier	Mix	98101
May 12 2021	8028659	Hugo	Dog	Poodle, Standard	Retriever, Golden	98144
May 12 2021	8028660	Chuck Bass	Dog	Terrier	Australian Cattle Dog	98106
May 12 2021	8016280	Fozzie Bear	Dog	Retriever, Labrador	Akita	98199
May 12 2021	8028664	Crash	Dog	German Shepherd	Mix	98199
May 12 2021	216863	Gotti	Dog	Terrier, American Pit Bull	Mix	98108
May 12 2021	8008613	Silas	Dog	Greyhound		98105
May 12 2021	8028665	Spud	Dog	Mix	Mix	98125
May 12 2021	S130803	Theo	Dog	German Shepherd		98118
May 12 2021	8028672	Israel	Dog	Australian Cattle Dog	Mix	98125
May 12 2021	8017851	Grayson	Dog	Mix	Mix	98103
May 12 2021	S143949	Sol	Dog	Pointer, German Shorthaired	Border Collie	98199
May 13 2021	8028673	TOFU	Dog	Shih Tzu		98121
May 13 2021	283182	Barkley	Dog	Schnauzer, Miniature	Mix	98107
May 13 2021	8017103	Winston	Dog	Schnauzer, Miniature		98102
May 13 2021	8007880	Barkley	Dog	Chow Chow	German Shepherd	98106
May 13 2021	283520	Riley	Dog	Terrier, Yorkshire	Shih Tzu	98105
May 13 2021	361114	Buboy	Dog	Lhasa Apso		98118
May 13 2021	S148985	Toby	Dog	Coonhound		98117
May 13 2021	S151407	Olly	Dog	Retriever, Golden	Mix	98103
May 13 2021	8017376	Sagan	Dog	Terrier, Pit Bull	Mix	98118
May 13 2021	S127822	Buddy	Dog	Poodle, Standard	Retriever, Curly Coated	98101
May 13 2021	8028675	Reggie	Dog	Bulldog, English	Bulldog, English	98101
May 13 2021	S115498	Marko	Dog	Welsh Corgi, Cardigan		98103
May 13 2021	S143891	Humphrey	Dog	Terrier, Boston		98104
May 13 2021	444795	Nixon	Dog	Terrier, Boston		98104
May 13 2021	279215	Oliver	Dog	American Eskimo		98115
May 13 2021	S155989	Kylo	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98133
May 13 2021	280985	Bear	Dog	Retriever, Flat-Coated	Mix	98119
May 13 2021	S143418	Gatsby	Dog	Braque Francais Pyrenees		98121
May 13 2021	S155990	Buzz	Dog	Great Dane		98133
May 13 2021	8028680	Atlas	Dog	Border Collie		98119
May 13 2021	S145460	Cody	Dog	Retriever, Labrador	Collie, Rough	98126
May 13 2021	8028685	Macho	Dog	Chihuahua, Short Coat	Mix	98119
May 13 2021	8028686	Hugo	Dog	Retriever	Mixed Breed, Medium (up to 44 lbs fully grown)	98133
May 13 2021	8028691	Moses	Dog	Terrier, Boston	Mix	98126
May 13 2021	8028692	Wilson	Dog	Terrier, Boston		98107
May 13 2021	S140991	Benson	Dog	Maltese	Poodle, Toy	98119
May 13 2021	8007994	Keller	Dog	Welsh Corgi, Pembroke		98119
May 13 2021	280566	Jack	Dog	Retriever, Labrador	Border Collie	98102
May 13 2021	282265	Kona	Dog	Shiba Inu		98116
May 13 2021	S130841	Gibson	Dog	Border Collie	Mix	98122
May 14 2021	279626	Chuck	Dog	Retriever, Labrador		98115
May 14 2021	8028696	Pretzels	Dog	Maltese	Shih Tzu	98119
May 14 2021	8007878	Rocko	Dog	Beagle	Hound	98117
May 14 2021	8009180	Gordon Whitefoot Hoffman	Dog	Welsh Corgi, Pembroke		98122
May 14 2021	8008366	Llewyn	Dog	Schnauzer, Miniature	Mix	98116
May 14 2021	8018363	Barney	Dog	Retriever, Golden		98146
May 14 2021	S131832	Bear	Dog	Retriever, Labrador	Mix	98117
May 14 2021	S118077	Peaky	Dog	Terrier	Mix	98126
May 14 2021	27211	Benny	Dog	Terrier, Boston		98144
May 14 2021	S144360	Cody	Dog	Terrier, Rat	Terrier, Boston	98144
May 14 2021	S141319	Charlie	Dog	Terrier	Bichon Frise	98112
May 14 2021	S131308	Pippin	Dog	Spaniel, American Cocker		98122
May 14 2021	S131176	Cooper	Dog	Retriever, Labrador		98118
May 14 2021	8028701	Robespierre	Dog	Poodle, Standard		98109
May 14 2021	8016898	Edgar	Dog	Spaniel, American Cocker		98178
May 14 2021	S137269	Louie	Dog	Retriever, Golden	Poodle, Standard	98105
May 14 2021	S130973	Elliott	Dog	Retriever, Labrador		98115
May 14 2021	S130974	Mulder	Dog	Welsh Corgi, Cardigan	Shepherd	98115
May 14 2021	8018095	Reggie	Dog	Shiba Inu		98199
May 14 2021	8028704	Stanley	Dog	Retriever, Golden	Border Collie	98118
May 14 2021	S148969	Boone	Dog	Australian Shepherd, Miniature		98108
May 14 2021	S156262	Milo	Dog	Havanese	Poodle, Miniature	98164
May 14 2021	8028708	Liam	Dog	Pug		98112
May 14 2021	8028709	Baby Pie	Dog	Dachshund, Miniature Smooth Haired		98223
May 14 2021	S156264	George	Dog	Border Collie	Retriever, Labrador	98115
May 14 2021	282166	Boone	Dog	Retriever, Labrador		98136
May 14 2021	282165	Thor	Dog	Retriever, Labrador		98136
May 14 2021	284684	Newton	Dog	Maltese	Poodle, Miniature	98107
May 14 2021	8028712	Ricky Baker	Dog	Australian Cattle Dog	Retriever, Labrador	98103
May 14 2021	8008504	Parker	Dog	Terrier, Norfolk	Terrier, Sealyham	98102
May 14 2021	8028713	Nick	Dog	Chihuahua, Short Coat	Mix	98118
May 14 2021	8028714	Hoku	Dog	Terrier, Yorkshire	Terrier, Australian	98119
May 14 2021	8008375	Douglas Jenkins	Dog	Retriever, Labrador	Mastiff	98199
May 14 2021	8028716	STERLING	Dog	Australian Shepherd, Miniature		98117
May 14 2021	8006993	Einar	Dog	Poodle, Toy		98101
May 14 2021	216810	Aki	Dog	Shiba Inu		98116
May 15 2021	361302	Jack	Dog	Schipperke	Chihuahua, Short Coat	98115
May 15 2021	8028722	Tanuki	Dog	Welsh Corgi, Pembroke		98117
May 15 2021	8028723	Rupert	Dog	Shih Tzu	Terrier	98144
May 15 2021	S132087	Foz	Dog	Spaniel, Tibetan		98105
May 15 2021	8028724	Koda	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98117
May 15 2021	359838	Oscar	Dog	Retriever, Labrador	Mix	98118
May 15 2021	360577	Bodhi	Dog	Australian Cattle Dog	Welsh Corgi, Cardigan	98126
May 15 2021	8028725	Benton	Dog	Hound	Mix	98105
May 15 2021	8028728	Fizzy	Dog	Retriever	Poodle, Standard	98117
May 15 2021	S116260	Parker Repka	Dog	Pug		98101
May 15 2021	8008117	Hopper	Dog	Terrier, Yorkshire		98199
May 15 2021	S156266	Prince	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98122
May 15 2021	8017587	Trevor	Dog	Spaniel, English Springer		98103
May 15 2021	8008313	Brooklyn	Dog	Portuguese Water Dog		98102
May 15 2021	S156268	Delta	Dog	Australian Cattle Dog	Mix	98103
May 15 2021	8028737	Renzo	Dog	Australian Shepherd, Miniature	Mix	98136
May 15 2021	8028739	Norius	Dog	Retriever, Labrador	Mixed Breed, Large (over 44 lbs fully grown)	98118
May 15 2021	8028740	Kazi Charmander	Dog	Retriever, Golden		98119
May 15 2021	8028745	Whiskey	Dog	Spaniel, English Springer	Terrier, Rat	98109
May 16 2021	8028750	Pollo	Dog	Retriever, Labrador	Mix	98177
May 16 2021	8008339	Jimmy	Dog	Dachshund, Standard Smooth Haired		98125
May 16 2021	S141977	Chip	Dog	Pug	Chihuahua, Short Coat	98102
May 16 2021	8028752	Doc	Dog	Schnauzer, Miniature	Mix	98116
May 16 2021	142484	Angus	Dog	Terrier, Cairn		98112
May 16 2021	S156387	Ash	Dog	Australian Cattle Dog	Border Collie	98103
May 16 2021	S138880	Ollie	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98144
May 16 2021	80900	Elvis	Dog	Retriever, Golden	Poodle, Standard	98199
May 16 2021	S150420	Baskerville	Dog	Dachshund, Standard Smooth Haired		98119
May 16 2021	8028754	Reggie	Dog	Terrier, Jack Russell	Beagle	98106
May 16 2021	283014	Richard Parker	Dog	Terrier, Jack Russell	Chihuahua, Short Coat	98126
May 16 2021	8008171	Chewie	Dog	Havanese	Poodle, Miniature	98105
May 16 2021	8028757	Oberon “Obie”	Dog	Cur, Black-Mouth	Mix	98117
May 16 2021	8028758	Ripley	Dog	Pomeranian	Terrier	98109
May 16 2021	831033	Sylvester	Dog	Bloodhound		98106
May 17 2021	8028761	Raoul	Dog	Terrier	Mix	98105
May 17 2021	210980	Barclay	Dog	Shepherd	Mix	98136
May 17 2021	8028763	Dexter	Dog	Lhasa Apso		98126
May 17 2021	8008718	Schnitzel	Dog	Beagle	Hound	98103
May 17 2021	8028769	Georgie	Dog	Beagle		98144
May 17 2021	8028771	Gus	Dog	Retriever, Flat-Coated		98136
May 17 2021	282011	Huxley	Dog	Newfoundland	Border Collie	98118
May 17 2021	8028773	Samson	Dog	Boerboel		98108
May 17 2021	8028774	Levi	Dog	Siberian Husky		98108
May 17 2021	8008275	Oliver	Dog	Bichon Frise		98136
May 17 2021	8008276	Six	Dog	Terrier, Yorkshire	Maltese	98136
May 17 2021	8028777	Franklin	Dog	Chihuahua, Short Coat	Mix	98116
May 17 2021	283273	Shep	Dog	Australian Shepherd		98103
May 17 2021	8028781	Ticon	Dog	Weimaraner		98116
May 17 2021	8017579	Bagley	Dog	Boxer	Mix	98107
May 17 2021	8028782	Windsor	Dog	Welsh Corgi, Pembroke		98125
May 17 2021	8018171	Brutus	Dog	Terrier, Jack Russell	Mix	98133
May 17 2021	S131388	Charlie	Dog	Retriever, Labrador		98105
May 17 2021	8028789	Chuck	Dog	Chihuahua, Short Coat		98107
May 17 2021	8028790	Taurus	Dog	Terrier, American Pit Bull	Mix	98199
May 17 2021	444635	Sammy	Dog	Retriever, Labrador	Poodle, Standard	98105
May 17 2021	S153528	Tajin	Dog	Pomeranian	Mix	98121
May 17 2021	8028791	Jackson	Dog	Mastiff	Mix	98136
May 17 2021	279923	Max	Dog	Schnauzer, Giant	Poodle, Standard	98117
May 17 2021	8028792	Revy	Dog	Poodle, Miniature	Mix	98126
May 17 2021	8028793	Snoopy	Dog	Shih Tzu	Pekingese	98126
May 17 2021	282931	Jolly	Dog	Maltese		98105
May 18 2021	444520	Lexi	Dog	Terrier	Mix	98144
May 18 2021	S130731	Niko	Dog	Miniature Pinscher	Mix	98144
May 18 2021	8028802	Patricia Maguire	Dog	Retriever, Golden		98136
May 18 2021	8007360	Thorin Olaff	Dog	Dutch Shepherd	Mastiff	98117
May 18 2021	8018129	Oliver	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98115
May 18 2021	8028808	Todd	Dog	Retriever, Labrador	Mix	98136
May 18 2021	444507	Fido	Dog	Portuguese Water Dog		98133
May 18 2021	8018372	Apollo	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98144
May 18 2021	8008648	Stuart	Dog	Retriever, Labrador	Mix	98199
May 18 2021	8028810	CJ	Dog	Schnauzer, Miniature		98125
May 18 2021	8028811	Jackson	Dog	Miniature Pinscher	Mix	98122
May 18 2021	282711	Bismarck	Dog	Schnauzer, Miniature	Poodle, Miniature	98125
May 18 2021	361412	Maxwell	Dog	Australian Shepherd		98133
May 18 2021	8017981	Buford	Dog	Great Pyrenees	Terrier, American Staffordshire	98109
May 18 2021	283790	Charlie	Dog	Basset Hound		98105
May 18 2021	281454	Spencer	Dog	Beagle		98112
May 18 2021	S156053	Porter	Dog	Pointer, German Shorthaired	Spaniel, Welsh Springer	98115
May 18 2021	360397	Eddie	Dog	Whippet	Pug	98107
May 18 2021	212217	Miles	Dog	Terrier, Boston	Pug	98126
May 18 2021	8010984	Finn	Dog	Australian Shepherd, Miniature		98105
May 18 2021	8006639	Domi	Dog	Rottweiler	Doberman Pinscher	98133
May 18 2021	8028820	Theo	Dog	Australian Shepherd		98109
May 18 2021	S148430	King	Dog	Retriever, Labrador	Shepherd	98119
May 18 2021	8028821	Gordie	Dog	Spaniel, American Cocker	Poodle, Miniature	98117
May 18 2021	8028823	Appa	Dog	Border Collie	Mix	98118
May 18 2021	8007906	Duncan	Dog	Border Collie		98117
May 18 2021	8028827	Sisko	Dog	Cur, Black-Mouth	German Shepherd, King	98125
May 19 2021	8028829	West	Dog	Australian Shepherd	Welsh Corgi, Pembroke	98116
May 19 2021	S145347	Zeus	Dog	Terrier, Pit Bull		98116
May 19 2021	S153804	Jasper	Dog	Welsh Corgi, Pembroke		98126
May 19 2021	283947	Rhinoceros	Dog	German Shepherd	Boxer	98125
May 19 2021	S150825	Oliver	Dog	Retriever, Golden		98125
May 19 2021	8008007	Sullivan	Dog	Greyhound	Retriever	98121
May 19 2021	S130529	Tucker	Dog	Siberian Husky	German Shepherd	98103
May 19 2021	8028835	Skippy	Dog	Chihuahua, Short Coat	Mix	98115
May 19 2021	8008329	Winston	Dog	Chihuahua, Short Coat	Dachshund, Standard Long Haired	98115
May 19 2021	8008316	Poe	Dog	Terrier, Boston		98125
May 19 2021	8028836	Jameson Eckles Paz	Dog	Alaskan Malamute	Mix	98117
May 19 2021	8028838	Cole	Dog	Schnauzer, Miniature		98106
May 19 2021	8028839	Glen Grunkman	Dog	Terrier	Mix	98122
May 19 2021	S156398	Ori	Dog	Retriever, Golden	Poodle, Standard	98118
May 19 2021	S156399	Kona	Dog	Poodle, Standard	Australian Shepherd	98117
May 19 2021	281449	Dylan	Dog	Australian Shepherd		98115
May 19 2021	S130220	Loki	Dog	Australian Shepherd		98117
May 19 2021	8028844	Oswald	Dog	Retriever	Mix	98103
May 19 2021	S126576	Bubby	Dog	Boxer	Mix	98136
May 19 2021	S156504	Bruce	Dog	Boxer	Mix	98101
May 19 2021	8028846	Mozzie	Dog	Border Collie	Mix	98112
May 19 2021	S156506	Buddy	Dog	Chihuahua, Short Coat	Mix	98103
May 19 2021	8028849	Atlas	Dog	German Shepherd		98105
May 19 2021	8028850	Brody	Dog	Belgian Malinois	Mix	98107
May 19 2021	277869	Chance	Dog	Retriever, Labrador	Retriever, Golden	98146
May 19 2021	280794	Cullen	Dog	Retriever, Labrador	Rhodesian Ridgeback	98125
May 20 2021	8007275	Molo	Dog	Hound	Mix	98115
May 20 2021	8028858	Teddybear	Dog	German Shepherd	Papillon	98125
May 20 2021	282081	Manard	Dog	Terrier, American Pit Bull		98126
May 20 2021	8007373	Duke	Dog	Bulldog, English		98115
May 20 2021	8007374	Chico	Dog	Bulldog, English		98115
May 20 2021	8017787	Charlie	Dog	Whippet	Plott Hound	98125
May 20 2021	8017743	Murray	Dog	Schnauzer, Miniature	Poodle, Miniature	98117
May 20 2021	8028859	Digby	Dog	Terrier, Rat		98144
May 20 2021	8028860	Marco	Dog	German Shepherd		98106
May 20 2021	8017175	Moseley	Dog	Great Dane		98126
May 20 2021	215492	Endo	Dog	Chihuahua, Short Coat	Mix	98103
May 20 2021	8015102	Charlie Danger	Dog	Basset Hound		98107
May 20 2021	8028861	Brynner	Dog	Retriever, Labrador	Mix	98105
May 20 2021	8028863	Qiu Qiu	Dog	Shetland Sheepdog		98112
May 20 2021	8011165	Gus	Dog	Pointer, German Shorthaired	Mix	98112
May 20 2021	8017306	Dawson	Dog	Poodle, Miniature	Retriever, Golden	98106
May 20 2021	8016857	Ollie	Dog	Poodle, Standard	Mix	98107
May 20 2021	279663	Shadow	Dog	Retriever, Labrador	Poodle, Miniature	98105
May 20 2021	8028864	Bennie	Dog	Spaniel, English Cocker	Poodle, Toy	98119
May 20 2021	8009295	Charlie	Dog	Retriever, Labrador	Mix	98177
May 20 2021	8017046	Kuma	Dog	Samoyed		98105
May 20 2021	8017391	Ravioli	Dog	Siberian Husky	Mix	98125
May 20 2021	8006937	Tucker	Dog	Australian Cattle Dog	Mix	98107
May 20 2021	8028869	Eska	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98103
May 20 2021	S155997	Ozzy	Dog	Terrier	Mix	98126
May 20 2021	8028870	Arlo	Dog	Retriever	Mix	98115
May 20 2021	S114785	Fredrick	Dog	Terrier, Australian	Mix	
May 20 2021	8008468	Marley	Dog	Pomeranian	American Eskimo	98118
May 20 2021	8007323	Atlas	Dog	Vizsla, Smooth Haired		98105
May 20 2021	S143750	Prinz (Farley)	Dog	Retriever, Labrador	Shiba Inu	98118
May 20 2021	280103	Maxwell	Dog	Japanese Chin	Mix	98118
May 20 2021	444581	Tuli	Dog	Chihuahua, Short Coat		98117
May 20 2021	8017066	Bear	Dog	Australian Shepherd, Miniature	Mix	98133
May 20 2021	142695	Pete	Dog	Border Collie		98116
May 20 2021	8008266	Robbie	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Beagle	98133
May 20 2021	S141573	Rumely	Dog	Australian Shepherd, Miniature		98117
May 20 2021	277249	Fergus	Dog	Terrier, West Highland White		98119
May 20 2021	S129408	Bert	Dog	Chihuahua, Short Coat		98133
May 20 2021	8016794	Diego	Dog	Pointer, German Wirehaired		98103
May 20 2021	8028879	Leo	Dog	Spaniel, Cavalier King Charles		98118
May 20 2021	8028882	Jack	Dog	Retriever	Border Collie	98103
May 20 2021	8017241	Hugo	Dog	Shiba Inu		98112
May 20 2021	84824	Chester	Dog	Terrier		98144
May 20 2021	S142236	Kavanaugh	Dog	Terrier, Kerry Blue	Mix	98125
May 20 2021	S151401	Pete	Dog	Shepherd	Mix	98117
May 20 2021	8006991	Chase	Dog	Australian Shepherd	Border Collie	98117
May 20 2021	8007760	Toby	Dog	Australian Shepherd		98105
May 20 2021	S129496	Kola	Dog	Siberian Husky		98109
May 20 2021	8028889	Domingo	Dog	Australian Shepherd, Miniature	Mix	98108
May 20 2021	S148949	Kodak	Dog	Retriever, Labrador	Mix	98105
May 21 2021	8028895	Logan	Dog	Border Collie	Mix	98106
May 21 2021	8028898	Nora	Dog	Retriever	Mix	98106
May 21 2021	8017282	Buddy	Dog	Poodle, Miniature	Maltese	98122
May 21 2021	284837	Gus	Dog	Chihuahua, Long Coat	Dachshund, Miniature Smooth Haired	98105
May 21 2021	8028899	Charlie	Dog	Terrier	Mix	98136
May 21 2021	S156270	Puppeya	Dog	Shih Tzu		98108
May 21 2021	S142850	Finn	Dog	Retriever, Labrador	Poodle, Standard	98116
May 21 2021	S156274	Wiggles	Dog	Terrier, American Pit Bull	Mix	98198
May 21 2021	S156273	Darrel	Dog	Terrier, American Pit Bull	Mastiff	98198
May 21 2021	8028901	Gary	Dog	Retriever, Golden	Retriever, Labrador	98109
May 21 2021	8007517	Mario	Dog	Retriever, Labrador		98144
May 21 2021	S130038	Orbit	Dog	Mix	Australian Cattle Dog	98116
May 21 2021	8028902	Jones	Dog	Retriever, Labrador		98126
May 21 2021	S130058	Kukla	Dog	Spaniel, American Cocker		98118
May 21 2021	8008636	Franklin Winters Lind	Dog	Retriever, Labrador		98126
May 21 2021	S143623	Archie	Dog	Australian Shepherd, Miniature		98107
May 21 2021	S106634	Bodhi	Dog	Spaniel, American Cocker	Bichon Frise	98119
May 21 2021	8017181	Dobby	Dog	Mix	Mix	98052
May 21 2021	8028909	Rocko	Dog	Australian Shepherd		98115
May 21 2021	8028910	Raja	Dog	Siberian Husky	Mix	98177
May 21 2021	8017858	Toby	Dog	Retriever, Labrador		98107
May 21 2021	S156276	George	Dog	Schnauzer, Standard		98168
May 21 2021	8028915	Beau	Dog	Pointer, German Shorthaired		98199
May 21 2021	8028917	Cooper	Dog	Australian Shepherd, Miniature		98103
May 21 2021	8028918	Haru	Dog	Chihuahua, Short Coat	Mix	98105
May 21 2021	8028919	Cardiff	Dog	Spaniel, Welsh Springer		98103
May 21 2021	S154804	Otto	Dog	Retriever, Labrador	Poodle, Standard	98115
May 21 2021	8028921	Jax	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98155
May 21 2021	S114950	Bentley	Dog	Mix		98119
May 21 2021	8017057	Taquito	Dog	Pug		98115
May 21 2021	8028924	Zeke	Dog	Australian Shepherd	Mix	98115
May 21 2021	142056	Rocket	Dog	Spaniel, Cavalier King Charles	Poodle, Miniature	98115
May 21 2021	8017435	Weldon	Dog	Maltese	Terrier, Yorkshire	98115
May 21 2021	8028925	Scout	Dog	Australian Shepherd, Miniature	Mix	98115
May 21 2021	8007294	Murphy	Dog	Poodle, Miniature	Mixed Breed, Medium (up to 44 lbs fully grown)	98119
May 21 2021	215090	Hey Zeus	Dog	Boxer		98125
May 21 2021	8028926	Hammy	Dog	Bulldog, English	Mix	98115
May 21 2021	8016899	Toby	Dog	Retriever, Labrador	Border Collie	98117
May 21 2021	8028927	Bently	Dog	Beagle	Mix	98103
May 21 2021	211744	Rocket	Dog	Terrier, West Highland White		98116
May 22 2021	8006413	Dapper	Dog	Lhasa Apso	Terrier, Jack Russell	98133
May 22 2021	8028931	Nigel	Dog	Dachshund, Miniature Long Haired	Mix	98133
May 22 2021	8028932	Scamp	Dog	Dachshund, Miniature Long Haired	Poodle, Miniature	98115
May 22 2021	8028936	Casper	Dog	Terrier, American Pit Bull	Mix	98112
May 22 2021	8016906	Maui	Dog	Shepherd	Mix	98122
May 22 2021	283791	Charlie	Dog	Retriever, Labrador	Poodle, Standard	98125
May 22 2021	8028937	Duke	Dog	German Shepherd		98177
May 22 2021	S123110	Vito	Dog	Pomeranian	Mix	98109
May 22 2021	8028944	Louie	Dog	Poodle, Miniature	Miniature Pinscher	98199
May 22 2021	S156281	Bodhi	Dog	Retriever, Golden	Mix	98119
May 22 2021	30246	Cody	Dog	Chihuahua, Short Coat	Terrier, Manchester	98101
May 22 2021	S121531	Tango	Dog	Australian Shepherd, Miniature	Mix	98125
May 22 2021	8028946	Finnigan Gradel	Dog	Retriever, Golden		98146
May 22 2021	8007786	Harvey	Dog	Xoloitzcuintli		98104
May 22 2021	S156282	Graham	Dog	Terrier, American Pit Bull	Mix	98104
May 22 2021	142965	Otis	Dog	Catahoula Leopard dog	Australian Shepherd	98178
May 23 2021	214508	Basil	Dog	Spaniel, Cavalier King Charles		98126
May 23 2021	8028959	Leo	Dog	Beagle		98116
May 23 2021	280334	Gunner	Dog	Pointer, German Wirehaired		98116
May 23 2021	S156507	Cody	Dog	Bulldog, American	Mixed Breed, Large (over 44 lbs fully grown)	98104
May 23 2021	8028960	Tauntaun	Dog	Terrier, Jack Russell		98107
May 23 2021	8028961	Finn	Dog	Alaskan Husky	Boxer	98007
May 23 2021	8028962	Milo	Dog	German Shepherd	Great Pyrenees	98144
May 23 2021	S143958	Moose	Dog	Great Dane		98116
May 23 2021	8028967	Rooney	Dog	Retriever, Golden		98119
May 23 2021	8028969	Bowie	Dog	Poodle, Standard	Mixed Breed, Medium (up to 44 lbs fully grown)	98119
May 23 2021	8028970	Marley	Dog	Retriever, Labrador		98125
May 23 2021	S130629	Major Tom	Dog	Chihuahua, Short Coat	Terrier, Rat	98103
May 23 2021	S106560	Ozzie	Dog	Retriever, Labrador	Poodle, Miniature	98102
May 23 2021	S133841	Stetson	Dog	Retriever, Labrador		98103
May 23 2021	S130955	Buzz	Dog	Terrier, Staffordshire Bull	Boxer	98107
May 23 2021	8028973	Siggy	Dog	Bernese Mountain Dog		98122
May 23 2021	8028974	Bugs	Dog	Terrier, Cairn	Mixed Breed, Small (under 24 lbs fully grown)	98133
May 23 2021	84828	Gussie	Dog	Bichon Frise		98115
May 23 2021	8028978	Zeus	Dog	Terrier, Border	Mix	98199
May 23 2021	8028983	Walli	Dog	Havanese		98103
May 24 2021	8028987	Eli	Dog	Poodle, Toy		98122
May 24 2021	8028988	Zeb	Dog	Poodle, Toy	Spaniel, American Cocker	98122
May 24 2021	S134791	Buckley	Dog	Retriever, Labrador	Rhodesian Ridgeback	98115
May 24 2021	8028990	Rooney	Dog	Australian Shepherd		98126
May 24 2021	S148384	Cagney	Dog	Bichon Frise	Poodle, Miniature	98119
May 24 2021	8028993	Atticus Parnes	Dog	Spaniel		98102
May 24 2021	S148952	Jake	Dog	Belgian Malinois		98102
May 24 2021	8028995	Gus	Dog	Catahoula Leopard dog	Mix	98119
May 24 2021	8028996	Bantam	Dog	Shiba Inu		98199
May 24 2021	279065	Beckham	Dog	Chihuahua, Short Coat		98125
May 24 2021	359831	Rowan	Dog	German Shepherd	Retriever, Labrador	98146
May 24 2021	S148953	Orion	Dog	Retriever	Border Collie	98103
May 24 2021	8007414	Bo	Dog	Chihuahua, Short Coat	Mixed Breed, Small (under 24 lbs fully grown)	98102
May 24 2021	S142396	Beau	Dog	Bulldog, English		98125
May 24 2021	8017244	Yeti	Dog	Boxer	Mix	98103
May 24 2021	8029001	Rocky	Dog	Mix	Mix	98122
May 24 2021	8008205	Kodak	Dog	Retriever, Golden		98115
May 24 2021	8029007	Spencer	Dog	Bulldog, American	Border Collie	98122
May 24 2021	8029008	Spud	Dog	Pug		98116
May 24 2021	S119776	Ollie	Dog	Welsh Corgi, Pembroke	Mix	98115
May 24 2021	8029009	Chief Arkans	Dog	Australian Cattle Dog	Mix	98107
May 24 2021	8029011	Teddy	Dog	German Shepherd	Mix	98125
May 24 2021	8029012	Scout	Dog	Shiba Inu		98102
May 24 2021	S130736	Oscar	Dog	Havanese	Poodle, Standard	98144
May 24 2021	S142928	Leopold	Dog	Bulldog, French		98106
May 24 2021	S130139	Mr Bingley	Dog	Spaniel, English Cocker	Mix	98116
May 24 2021	S156517	Tony	Dog	Lagotto Romagnolo	Mix	98118
May 24 2021	8007661	Dante	Dog	Maltese	Mix	98116
May 24 2021	S156518	Truffle	Dog	Retriever, Labrador		98122
May 24 2021	8017571	Harvey	Dog	Hound	Mix	98199
May 24 2021	8008373	Brad	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98136
May 24 2021	8029019	Coco	Dog	Australian Shepherd, Miniature		98199
May 24 2021	8029020	Loki Crumb	Dog	Retriever, Labrador		98115
May 24 2021	8007351	Cairo	Dog	Terrier, American Staffordshire	Mix	98125
May 24 2021	8029026	Bruce	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98178
May 24 2021	8012641	Ollie	Dog	Australian Cattle Dog	Terrier	98107
May 24 2021	8018134	Jake	Dog	Havanese		98122
May 24 2021	8029028	Fox Cullinan	Dog	Miniature Pinscher	Basenji	98144
May 24 2021	8007640	DJ	Dog	Terrier, American Staffordshire	Retriever	98117
May 24 2021	8029029	Teddy	Dog	Retriever, Golden	Mix	98107
May 24 2021	8007464	Odie	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98107
May 25 2021	S156158	Sammy	Dog	Retriever, Golden	Mix	98119
May 25 2021	8017271	Westin	Dog	Miniature Pinscher	Dachshund, Miniature Wire Haired	98109
May 25 2021	8007783	Malachi	Dog	Doberman Pinscher		98118
May 25 2021	8029031	Duke	Dog	Whippet	Rhodesian Ridgeback	98101
May 25 2021	8018383	Orion	Dog	Spaniel, French	Mix	98125
May 25 2021	S143347	Duke	Dog	Dachshund, Standard Smooth Haired		98106
May 25 2021	8029033	Zeus	Dog	Terrier, American Pit Bull	Retriever, Labrador	98103
May 25 2021	8029035	Bill	Dog	Retriever, Labrador	Poodle, Standard	98125
May 25 2021	278302	George	Dog	Shepherd	Mix	98115
May 25 2021	S114378	Lucky	Dog	Retriever, Labrador		98126
May 25 2021	8007519	Finn Malet	Dog	Siberian Husky		98136
May 25 2021	279320	Bandit	Dog	Terrier, Jack Russell		98122
May 25 2021	S156056	Apollo	Dog	Terrier	Mix	98503
May 25 2021	8029037	Luca	Dog	Retriever, Labrador	Mix	98105
May 25 2021	S156058	Charlie	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98108
May 25 2021	S156059	Wyatt	Dog	Coonhound		98108
May 25 2021	S156057	Duncan	Dog	Havanese	Mix	98108
